Rank,Company,Ticker,Sector,Industry,Profitable,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Gained_in_Rank,Dropped_in_Rank,Newcomer_to_the_Fortune500,Global500,Worlds_Most_Admired_Companies,Best_Companies_to_Work_For,Number_of_employees,MarketCap_March28_M,Revenues_M,RevenuePercentChange,Profits_M,ProfitsPercentChange,Assets_M,CEO,Country,HeadquartersCity,HeadquartersState,Website,CompanyType,MarketCap_Updated_M,Updated
865,BlueLinx Holdings,BXC,Wholesalers,Wholesalers: Diversified,yes,no,no,no,-166,no,yes,n/a,no,no,no,1990,1126.6,3136.4,-29.5,48.5,-83.6,1537.6,Shyam K. Reddy,U.S.,Marietta,Georgia,https://www.bluelinxco.com,Public,1127,2024-06-04
866,Sinclair,SBGI,Media,Entertainment,no,no,no,no,-112,no,yes,n/a,no,no,no,7300,856.7,3134,-20.2,-291,-111,6085,Christopher S. Ripley,U.S.,Hunt Valley,Maryland,https://www.sbgi.net,Public,857,2024-06-04
867,BOK Financial,BOKF,Financials,Commercial Banks,yes,no,no,yes,0,no,no,n/a,no,no,no,4966,5945.7,3132.4,53.9,530.7,2,49824.8,Stacy C. Kymes,U.S.,Tulsa,Oklahoma,https://www.bokf.com,Public,5946,2024-06-04
868,Permian Resources,PR,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,0,no,no,n/a,no,no,no,461,13631.1,3120.9,46.4,476.3,-7.5,14965.6,William M. Hickey III/James H. Walter,U.S.,Midland,Texas,https://permianres.com,Public,13631,2024-06-04
869,PACS Group,PACS,Health Care,Health Care: Medical Facilities,yes,yes,no,no,0,no,no,n/a,no,no,no,32433,,3111.5,28.5,112.9,-25,3512.7,Jason  Murray,U.S.,Farmington,Utah,https://pacs.com,Public,,2024-06-04
870,Coinbase Global,COIN,Financials,Securities,yes,yes,no,no,-2,no,yes,n/a,no,no,no,3416,64232,3108.4,-2.7,94.9,,206983,Brian Armstrong,U.S.,Wilmington,Delaware,https://www.coinbase.com,Public,64232,2024-06-04
871,Western Midstream Partners,WES,Energy,Pipelines,yes,no,no,yes,-11,no,yes,n/a,no,no,no,1377,13526.2,3106.5,-4.5,1022.2,-16,12471.6,Michael P. Ure,U.S.,The Woodlands,Texas,https://www.westernmidstream.com,Public,13526,2024-06-04
872,Federated Mutual Insurance,,Financials,Insurance: Property and Casualty (Mutual),yes,no,no,yes,40,yes,no,n/a,no,no,no,2922,,3098.7,8.4,422.8,3.6,12190,Nicholas R. Lower,U.S.,Owatonna,Minnesota,https://www.federatedinsurance.com,Private,,2024-06-04
873,G-III Apparel Group,GIII,Apparel,Apparel,yes,no,no,no,-8,no,yes,n/a,no,no,no,4050,1317.6,3098.2,-4,176.2,,2681.2,Morris Goldfarb,U.S.,New York,New York,https://www.giii.com,Public,1318,2024-06-04
874,Vontier,VNT,Technology,"Electronics, Electrical Equip.",yes,no,no,no,-4,no,yes,n/a,no,no,no,8000,6980.9,3095.2,-2.8,376.9,-6.1,4294,Mark D. Morelli,U.S.,Raleigh,North Carolina,https://www.vontier.com,Public,6981,2024-06-04
875,Matson,MATX,Transportation,Shipping,yes,no,no,yes,-163,no,yes,n/a,no,no,no,4315,3876.4,3094.6,-28.7,297.1,-72.1,4294.6,Matthew J. Cox,U.S.,Honolulu,Hawaii,https://www.matson.com,Public,3876,2024-06-04
876,Kirby,KEX,Transportation,Shipping,yes,no,no,yes,48,yes,no,n/a,no,no,no,5450,5573.5,3091.6,11,222.9,82.3,5722.2,David W. Grzebinski,U.S.,Houston,Texas,https://www.kirbycorp.com,Public,5574,2024-06-04
877,Kaiser Aluminum,KALU,Materials,Metals,yes,no,no,no,-47,no,yes,n/a,no,no,no,4000,1431.2,3087,-9.9,47.2,,2267.4,Keith A. Harvey,U.S.,Franklin,Tennessee,https://www.kaiseraluminum.com,Public,1431,2024-06-04
878,Vista Outdoor,VSTO,Business Services,"Toys, Sporting Goods",no,no,no,yes,7,yes,no,n/a,no,no,no,7000,1906.1,3079.8,1.2,-9.7,-102.1,2798.9,Jason  Vanderbrink /Eric  Nyman,U.S.,Anoka,Minnesota,https://www.vistaoutdoor.com,Public,1906,2024-06-04
879,Designer Brands,DBI,Retailing,Specialty Retailers: Apparel,yes,no,no,no,-30,no,yes,n/a,no,no,no,14000,625.6,3075,-7.3,29.1,-82.1,2076.2,Douglas M. Howe,U.S.,Columbus,Ohio,https://www.designerbrands.com,Public,626,2024-06-04
880,Rollins,ROL,Business Services,Diversified Outsourcing Services,yes,no,no,yes,66,yes,no,n/a,no,no,no,19031,22419.4,3073.3,14,435,18,2595.5,Jerry E. Gahlhoff Jr.,U.S.,Atlanta,Georgia,https://www.rollins.com,Public,22419,2024-06-04
881,Advanced Drainage Systems,WMS,Materials,"Building Materials, Glass",yes,no,no,yes,49,yes,no,n/a,no,no,no,5870,13368.7,3071.1,10.9,507.1,86.9,2901.1,D. Scott Barbour,U.S.,Hilliard,Ohio,https://www.adspipe.com,Public,13369,2024-06-04
882,Cinemark Holdings,CNK,Media,Entertainment,yes,no,no,yes,111,yes,no,n/a,no,no,no,17888,2188.3,3066.7,24.9,188.2,,4836.8,Sean Gamble,U.S.,Plano,Texas,https://www.cinemark.com,Public,2188,2024-06-04
883,CrowdStrike,CRWD,Technology,Computer Software,yes,yes,no,yes,0,no,no,n/a,no,no,yes,7925,77540.7,3055.6,36.3,89.3,,6646.5,George R. Kurtz,U.S.,Austin,Texas,https://www.crowdstrike.com,Public,77541,2024-06-04
884,Pinterest,PINS,Technology,Internet Services and Retailing,no,no,no,yes,33,yes,no,n/a,no,no,no,4014,23540.4,3055.1,9,-35.6,,3594.4,William J. Ready,U.S.,San Francisco,California,https://investor.pinterestinc.com,Public,23540,2024-06-04
885,Instacart,CART,Retailing,Internet Services and Retailing,no,no,yes,no,0,no,no,n/a,no,no,no,3380,9937.7,3042,19.2,-1622,-479,4727,Fidji Simo,U.S.,San Francisco,California,https://instacart.com/company,Public,9938,2024-06-04
886,Hillenbrand,HI,Industrials,Industrial Machinery,yes,no,yes,no,16,yes,no,n/a,no,no,no,10400,3527.9,3039.7,3.4,569.7,172.7,5547.7,Kimberly K. Ryan,U.S.,Batesville,Indiana,https://www.hillenbrand.com,Public,3528,2024-06-04
887,Allison Transmission Holdings,ALSN,Motor Vehicles & Parts,Motor Vehicles & Parts,yes,no,no,yes,44,yes,no,n/a,no,no,no,3700,7110.6,3035,9.6,673,26.7,5025,David S. Graziosi,U.S.,Indianapolis,Indiana,https://www.allisontransmission.com,Public,7111,2024-06-04
888,RH,RH,Retailing,Specialty Retailers: Other,yes,no,no,no,-86,no,yes,n/a,no,no,no,5645,6378.6,3029.1,-15.6,127.6,-75.9,4143.9,Gary G. Friedman,U.S.,Corte Madera,California,https://www.rh.com,Public,6379,2024-06-04
889,Brookdale Senior Living,BKD,Health Care,Health Care: Medical Facilities,no,no,yes,no,24,yes,no,n/a,no,no,no,30600,1251.5,3015.8,6.7,-189,,5573.4,Lucinda M. Baier,U.S.,Brentwood,Tennessee,https://www.brookdale.com,Public,1252,2024-06-04
890,QuidelOrtho,QDEL,Health Care,Medical Products and Equipment,no,no,no,yes,-31,no,yes,n/a,no,no,no,7100,3204.8,2997.8,-8.2,-10.1,-101.8,8563.1,Brian J. Blaser,U.S.,San Diego,California,https://www.quidelortho.com,Public,3205,2024-06-04
891,Trinity Industries,TRN,Transportation,Transportation Equipment,yes,no,yes,yes,0,no,no,n/a,no,no,no,9480,2279.8,2983.3,50.9,106,76.4,8906.5,E. Jean Savage,U.S.,Dallas,Texas,https://www.trin.net,Public,2280,2024-06-04
892,Teleflex,TFX,Health Care,Medical Products and Equipment,yes,no,no,no,29,yes,no,n/a,no,no,no,14500,10642.8,2974.5,6.6,356.3,-1.9,7532.5,Liam J. Kelly,U.S.,Wayne,Pennsylvania,https://www.teleflex.com,Public,10643,2024-06-04
893,HEICO,HEI,Aerospace & Defense,Aerospace & Defense,yes,no,no,yes,0,no,no,n/a,no,no,no,9600,23341.3,2968.1,34.4,403.6,14.8,7195.1,Laurans A. Mendelson,U.S.,Hollywood,Florida,https://www.heico.com,Public,23341,2024-06-04
894,Bruker,BRKR,Technology,"Scientific,Photographic and  Control Equipment",yes,no,no,yes,86,yes,no,n/a,no,no,no,9707,12932.8,2964.5,17.1,427.2,44,4249.9,Frank H. Laukien,U.S.,Billerica,Massachusetts,https://www.bruker.com,Public,12933,2024-06-04
895,Carlyle Group,CG,Financials,Securities,no,no,no,yes,-195,no,yes,n/a,no,no,no,2200,16986.8,2963.9,-33.2,-608.4,-149.7,21176,Harvey M. Schwartz,U.S.,Washington,District Of Columbia,https://www.carlyle.com,Public,16987,2024-06-04
896,Energizer Holdings,ENR,Household Products,Household and Personal Products,yes,no,no,no,-12,no,yes,n/a,no,no,no,5080,2113.3,2959.7,-3,140.5,,4509.6,Mark S. LaVigne,U.S.,St. Louis,Missouri,https://www.energizerholdings.com,Public,2113,2024-06-04
897,Quad/Graphics,QUAD,Media,"Publishing, Printing",no,no,no,no,-31,no,yes,n/a,no,no,no,13150,277.6,2957.7,-8.1,-55.4,-695.7,1509.7,J. Joel Quadracci,U.S.,Sussex,Wisconsin,https://www.quad.com,Public,278,2024-06-04
898,Rackspace Technology,RXT,Technology,Internet Services and Retailing,no,no,no,no,-21,no,yes,n/a,no,no,no,5800,347.2,2957.1,-5.3,-837.8,,4096.2,Amar Maletira,U.S.,San Antonio,Texas,https://www.rackspace.com,Public,347,2024-06-04
899,Waters,WAT,Technology,"Scientific,Photographic and  Control Equipment",yes,no,no,no,-2,no,yes,n/a,no,no,no,7900,20379.3,2956.4,-0.5,642.2,-9.3,4626.9,Udit Batra,U.S.,Milford,Massachusetts,https://www.waters.com,Public,20379,2024-06-04
900,West Pharmaceutical Services,WST,Health Care,Medical Products and Equipment,yes,no,no,no,8,yes,no,n/a,no,no,no,10600,28968.1,2949.8,2.2,593.4,1.3,3829.5,Eric M. Green,U.S.,Exton,Pennsylvania,https://www.westpharma.com,Public,28968,2024-06-04
901,Carter's,CRI,Apparel,Apparel,yes,no,no,no,-34,no,yes,n/a,no,no,no,15230,3089.2,2945.6,-8.3,232.5,-7,2378.6,Michael D. Casey,U.S.,Atlanta,Georgia,https://www.carters.com,Public,3089,2024-06-04
902,NeueHealth,NEUE,Health Care,Health Care: Insurance and Managed Care,no,no,no,no,-355,no,yes,n/a,no,no,no,1252,52.4,2938.1,-53.9,-1151.5,,1225.5,G. Mike Mikan,U.S.,Doral,Florida,https://neuehealth.com,Public,52,2024-06-04
903,SkyWest,SKYW,Transportation,Airlines,yes,no,no,no,-9,no,yes,n/a,no,no,no,12296,2788.3,2935.4,-2.3,34.3,-52.9,7026.3,Russell A. Childs,U.S.,St. George,Utah,https://www.skywest.com,Public,2788,2024-06-04
904,Acadia Healthcare,ACHC,Health Care,Health Care: Medical Facilities,no,no,no,yes,58,yes,no,n/a,no,no,no,20250,7322.1,2928.7,12.2,-21.7,-107.9,5358.8,Christopher H. Hunter,U.S.,Franklin,Tennessee,https://www.acadiahealthcare.com,Public,7322,2024-06-04
905,Revvity,RVTY,Health Care,Medical Products and Equipment,yes,no,no,no,-223,no,yes,n/a,no,no,no,11500,12970.1,2926.9,-36.5,693.1,21.8,13564.7,Prahlad R. Singh,U.S.,Waltham,Massachusetts,https://www.revvity.com,Public,12970,2024-06-04
906,Portland General Electric,POR,Energy,Utilities: Gas and Electric,yes,no,yes,no,46,yes,no,n/a,no,no,no,2842,4251.3,2923,10.4,228,-2.1,11208,Maria M. Pope,U.S.,Portland,Oregon,https://www.portlandgeneral.com,Public,4251,2024-06-04
907,Woodward,WWD,Aerospace & Defense,Aerospace & Defense,yes,no,no,yes,0,no,no,n/a,no,no,no,8800,9293.2,2914.6,22.3,232.4,35.3,4010.2,Charles Blankenship Jr.,U.S.,Fort Collins,Colorado,https://www.woodward.com,Public,9293,2024-06-04
908,TEGNA,TGNA,Media,Entertainment,yes,no,no,no,-52,no,yes,n/a,no,no,no,6200,2631,2910.9,-11.2,476.7,-24.4,7000.1,Michael Steib,U.S.,Tysons,Virginia,https://www.tegna.com,Public,2631,2024-06-04
909,Sabre,SABR,Retailing,Internet Services and Retailing,no,no,no,no,70,yes,no,n/a,no,no,no,6232,918.4,2907.7,14.6,-527.6,,4672.2,Kurt J. Ekert,U.S.,Southlake,Texas,https://www.sabre.com,Public,918,2024-06-04
910,Light & Wonder,LNW,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",yes,no,no,yes,0,no,no,n/a,no,no,no,6500,9170.7,2902,0.7,163,-95.6,5552,Matthew R. Wilson,U.S.,Las Vegas,Nevada,https://www.lnw.com,Public,9171,2024-06-04
911,Vail Resorts,MTN,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",yes,no,yes,yes,70,yes,no,n/a,no,no,no,32100,8460.4,2889.4,14.4,268.1,-22.9,5947.8,Kirsten A. Lynch,U.S.,Broomfield,Colorado,https://www.vailresorts.com,Public,8460,2024-06-04
912,Radius Recycling,RDUS,Materials,Metals,no,no,yes,no,-88,no,yes,n/a,no,no,no,3353,588.7,2882.2,-17.3,-25.8,-115.3,1715.9,Tamara L. Lundgren,U.S.,Portland,Oregon,https://www.radiusrecycling.com,Public,589,2024-06-04
913,PennyMac Financial Services,PFSI,Financials,Diversified Financials,yes,no,no,no,52,yes,no,n/a,no,no,no,3914,4593.5,2881.8,10.9,144.7,-69.6,18844.6,David A. Spector,U.S.,Westlake Village,California,https://www.pennymacfinancial.com,Public,4594,2024-06-04
914,Saia,SAIA,Transportation,"Trucking, Truck Leasing",yes,no,no,yes,6,yes,no,n/a,no,no,no,14000,15554,2881.4,3.2,354.9,-0.7,2583.6,Frederick J. Holzgrefe III,U.S.,Johns Creek,Georgia,https://www.saia.com,Public,15554,2024-06-04
915,Equity Residential,EQR,Financials,Real estate,yes,no,no,no,21,yes,no,n/a,no,no,no,2400,23953.6,2874,5.1,835.4,7.5,20034.6,Mark J. Parrell,U.S.,Chicago,Illinois,https://www.equityapartments.com,Public,23954,2024-06-04
916,Helmerich & Payne,HP,Energy,"Oil and Gas Equipment, Services",yes,no,no,no,0,no,no,n/a,no,no,no,7100,4156.6,2872.4,39.5,434.1,6143.3,4382,John W. Lindsay,U.S.,Tulsa,Oklahoma,https://www.hpinc.com,Public,4157,2024-06-04
917,Korn Ferry,KFY,Business Services,Diversified Outsourcing Services,yes,no,no,no,36,yes,no,n/a,no,no,no,10697,3431.4,2863.8,8.3,209.5,-35.8,3574.4,Gary D. Burnison,U.S.,Los Angeles,California,https://www.kornferry.com,Public,3431,2024-06-04
918,PC Connection,CNXN,Wholesalers,Wholesalers: Electronics and Office Equipment,yes,no,no,yes,-42,no,yes,n/a,no,no,no,2703,1738.1,2850.6,-8.8,83.3,-6.7,1188.4,Timothy J. McGrath,U.S.,Merrimack,New Hampshire,https://www.connection.com,Public,1738,2024-06-04
919,Curtiss-Wright,CW,Aerospace & Defense,Aerospace & Defense,yes,no,yes,yes,56,yes,no,n/a,no,no,no,8600,9797.4,2845.4,11.3,354.5,20.4,4621,Lynn M. Bamford,U.S.,Davidson,North Carolina,https://www.curtisswright.com,Public,9797,2024-06-04
920,SLM,SLM,Financials,Diversified Financials,yes,no,no,yes,0,no,no,n/a,no,no,no,1740,4801.4,2839.4,20,581.4,24,29169.5,Jonathan W. Witter,U.S.,Newark,Delaware,https://www.salliemae.com,Public,4801,2024-06-04
921,Benchmark Electronics,BHE,Technology,Semiconductors and Other Electronic Components,yes,no,no,yes,-12,no,yes,n/a,no,no,no,12703,1073.6,2839,-1.6,64.3,-5.7,2274.8,Jeffrey W. Benck,U.S.,Tempe,Arizona,https://www.bench.com,Public,1074,2024-06-04
922,American National Group,AEL,Financials,"Insurance: Life, Health (stock)",yes,no,no,yes,0,no,no,n/a,no,no,no,1020,4463.9,2836,100.4,210.5,-82.8,79918.3,Anant Bhalla,U.S.,West Des Moines,Iowa,https://www.american-equity.com,Private,4464,2024-06-04
923,Pure Storage,PSTG,Technology,"Computers, Office Equipment",yes,no,no,yes,10,yes,no,n/a,no,no,no,5600,16892.1,2830.6,2.8,61.3,-16.1,3655.8,Charles H. Giancarlo,U.S.,Santa Clara,California,https://www.purestorage.com,Public,16892,2024-06-04
924,Knife River,KNF,Materials,"Building Materials, Glass",yes,no,no,no,0,no,no,n/a,no,no,no,4389,4589.9,2830.4,,182.9,,2599.8,Brian R. Gray,U.S.,Bismarck,North Dakota,https://www.kniferiver.com,Public,4590,2024-06-04
925,Caleres,CAL,Retailing,Specialty Retailers: Apparel,yes,no,no,no,-25,no,yes,n/a,no,no,no,7150,1456.7,2817.3,-5.1,171.4,-5.7,1804.7,John W. Schmidt,U.S.,St. Louis,Missouri,https://www.caleres.com,Public,1457,2024-06-04
926,BrightView Holdings,BV,Business Services,Diversified Outsourcing Services,no,no,no,no,1,yes,no,n/a,no,no,no,20700,1123.4,2816,1.5,-7.7,-155,3352.2,Dale A. Asplund,U.S.,Blue Bell,Pennsylvania,https://www.brightview.com,Public,1123,2024-06-04
927,Cooper-Standard Holdings,CPS,Motor Vehicles & Parts,Motor Vehicles & Parts,no,no,no,no,55,yes,no,n/a,no,no,no,21500,284.8,2815.9,11.5,-202,,1872.3,Jeffrey S. Edwards,U.S.,Northville,Michigan,https://www.cooperstandard.com,Public,285,2024-06-04
928,Primerica,PRI,Financials,"Insurance: Life, Health (stock)",yes,no,no,yes,12,yes,no,n/a,no,no,no,3150,8777.3,2815.7,3.5,576.6,54.6,15027.7,Glenn J. Williams,U.S.,Duluth,Georgia,https://www.primerica.com,Public,8777,2024-06-04
929,F5,FFIV,Technology,Network and Other Communications Equipment,yes,no,no,no,16,yes,no,n/a,no,no,no,6492,11149.1,2813.2,4.4,394.9,22.6,5248.3,Fran?ois Locoh-Donou,U.S.,Seattle,Washington,https://www.f5.com,Public,11149,2024-06-04
930,Matador Resources,MTDR,Energy,"Mining, Crude-Oil Production",yes,yes,no,yes,-48,no,yes,n/a,no,no,no,395,8331.6,2806.8,-8.2,846.1,-30.3,7727,Joseph Wm. Foran,U.S.,Dallas,Texas,https://www.matadorresources.com,Public,8332,2024-06-04
931,Snowflake,SNOW,Technology,Internet Services and Retailing,no,no,no,yes,0,no,no,n/a,no,no,no,7004,54006.7,2806.5,35.9,-836.1,,8223.4,Sridhar Ramaswamy,U.S.,Bozeman,Montana,https://www.snowflake.com,Public,54007,2024-06-04
932,Viasat,VSAT,Technology,Network and Other Communications Equipment,yes,yes,no,no,-9,no,yes,n/a,no,no,no,6800,2267,2803.2,0.6,1084.8,,7730.3,Mark D. Dankberg,U.S.,Carlsbad,California,https://www.viasat.com,Public,2267,2024-06-04
933,California Resources,CRC,Energy,"Mining, Crude-Oil Production",yes,no,no,no,9,yes,no,n/a,no,no,no,970,3788.8,2801,3.5,564,7.6,3998,Francisco J. Leon,U.S.,Long Beach,California,https://www.crc.com,Public,3789,2024-06-04
934,Peloton Interactive,PTON,"Hotels, Restaurants & Leisure","Toys, Sporting Goods",no,no,yes,no,-131,no,yes,n/a,no,no,no,3541,1572,2800.2,-21.8,-1261.7,,2769.1,Karen Boone/Christopher Bruzzo,U.S.,New York,New York,https://www.onepeloton.com,Public,1572,2024-06-04
935,Roblox,RBLX,Media,Entertainment,no,yes,no,yes,0,no,no,n/a,no,no,no,2457,24115.9,2799.3,25.8,-1151.9,,6168.1,David Baszucki,U.S.,San Mateo,California,https://www.corp.roblox.com,Public,24116,2024-06-04
936,Installed Building Products,IBP,Engineering & Construction,Homebuilders,yes,no,no,yes,14,yes,no,n/a,no,no,no,10600,7339.2,2778.6,4.1,243.7,9.1,1981.3,Jeffrey W. Edwards,U.S.,Columbus,Ohio,https://www.installedbuildingproducts.com,Public,7339,2024-06-04
937,First National of Nebraska,FINN,Financials,Commercial Banks,yes,no,no,no,0,no,no,n/a,no,no,no,4799,3265.1,2777.5,40.6,227.4,-29.5,31285.9,Clarkson D. Lauritzen,U.S.,Omaha,Nebraska,https://www.fnni.com,Public,3265,2024-06-04
938,Guess,GES,Retailing,Specialty Retailers: Apparel,yes,no,no,no,10,yes,no,n/a,no,no,no,12000,1689.9,2776.5,3.3,198.2,32.5,2590,Carlos E. Alberini,U.S.,Los Angeles,California,https://www.guess.com,Public,1690,2024-06-04
939,ESAB,ESAB,Industrials,Industrial Machinery,yes,no,no,no,28,yes,no,n/a,no,no,no,9000,6671.5,2774.8,7,205.3,-8.3,3828.6,Shyam P. Kambeyanda,U.S.,North Bethesda,Maryland,https://www.esabcorporation.com,Public,6672,2024-06-04
940,Amica Mutual Insurance,,Financials,Insurance: Property and Casualty (Mutual),no,no,no,yes,23,yes,no,n/a,no,no,no,3597,,2772.5,6.6,-218.4,,6668,Edmiund Shallcross III,U.S.,Lincoln,Rhode Island,https://www.amica.com,Private,,2024-06-04
941,AvalonBay Communities,AVB,Financials,Real estate,yes,no,no,yes,27,yes,no,n/a,no,no,no,3009,26383.6,2767.9,6.7,928.8,-18.3,20678.2,Benjamin W. Schall,U.S.,Arlington,Virginia,https://www.avalonbay.com,Public,26384,2024-06-04
942,DocuSign,DOCU,Technology,Computer Software,yes,no,no,no,41,yes,no,n/a,no,no,no,6840,12232.5,2761.9,9.8,74,,2971.3,Allan C. Thygesen,U.S.,San Francisco,California,https://www.docusign.com,Public,12233,2024-06-04
943,Titan Machinery,TITN,Retailing,Specialty Retailers: Other,yes,no,no,yes,0,no,no,n/a,no,no,no,3471,566.9,2758.4,24.9,112.4,10.4,1992.3,Bryan J. Knutson,U.S.,West Fargo,North Dakota,https://www.titanmachinery.com,Public,567,2024-06-04
944,ModivCare,MODV,Health Care,Health Care: Pharmacy and Other Services,no,no,no,yes,41,yes,no,n/a,no,no,no,21200,332.9,2756.2,9.7,-204.5,,1767.3,L. Heath Sampson,U.S.,Denver,Colorado,https://www.modivcare.com,Public,333,2024-06-04
945,Hovnanian Enterprises,HOV,Engineering & Construction,Homebuilders,yes,no,no,no,-42,no,yes,n/a,no,no,no,1715,956.7,2756,-5.7,205.9,-8.7,2492.9,Ara K. Hovnanian,U.S.,Matawan,New Jersey,https://www.khov.com,Public,957,2024-06-04
946,Etsy,ETSY,Retailing,Internet Services and Retailing,yes,no,no,no,26,yes,no,n/a,no,no,no,2420,8142.8,2748.4,7.1,307.6,,2685.4,Joshua G. Silverman,U.S.,Brooklyn,New York,https://www.etsy.com,Public,8143,2024-06-04
947,Adams Resources & Energy,AE,Energy,Petroleum Refining,yes,no,no,no,-111,no,yes,n/a,no,no,no,741,74.4,2745.3,-18.5,0.2,-93.9,361.3,Kevin J. Roycraft,U.S.,Houston,Texas,https://www.adamsresources.com,Public,74,2024-06-04
948,Surgery Partners,SGRY,Health Care,Health Care: Medical Facilities,no,no,no,yes,30,yes,no,n/a,no,no,no,12000,3776.7,2743.3,8,-11.9,,6876.7,J. Eric  Evans,U.S.,Brentwood,Tennessee,https://www.surgerypartners.com,Public,3777,2024-06-04
949,Columbia Banking System,COLB,Financials,Commercial Banks,yes,no,no,yes,0,no,no,n/a,no,no,no,5114,4050.2,2743.3,103.6,348.7,3.6,52173.6,Clint E. Stein,U.S.,Tacoma,Washington,https://www.columbiabankingsystem.com,Public,4050,2024-06-04
950,Verisk,VRSK,Business Services,Financial Data Services,yes,no,no,yes,-63,no,yes,n/a,no,no,no,7500,33801.3,2728.2,-10.1,614.6,-35.6,4366.1,Lee M. Shavel,U.S.,Jersey City,New Jersey,https://www.verisk.com,Public,33801,2024-06-04
951,MasterBrand,MBC,Materials,"Building Materials, Glass",yes,no,no,no,0,no,no,n/a,no,no,no,12307,2380,2726.2,,182,,2381.7,R. David Banyard Jr.,U.S.,Beachwood,Ohio,https://www.masterbrand.com,Public,2380,2024-06-04
952,Hawaiian Holdings,HA,Transportation,Airlines,no,no,no,yes,2,yes,no,n/a,no,no,no,7362,690.8,2716.3,2.8,-260.5,,3733.5,Peter R. Ingram,U.S.,Honolulu,Hawaii,https://www.hawaiianairlines.com,Public,691,2024-06-04
953,AMC Networks,AMCX,Media,Entertainment,yes,no,yes,no,-74,no,yes,n/a,no,no,no,1900,528.4,2711.9,-12.4,215.5,2737.3,4969.8,Kristin A. Dolan,U.S.,New York,New York,https://www.amcnetworks.com,Public,528,2024-06-04
954,SBA Communications,SBAC,Financials,Real estate,yes,no,no,no,1,yes,no,n/a,no,no,no,1787,23427.2,2711.6,3,501.8,8.8,10178.4,Brendan T. Cavanagh,U.S.,Boca Raton,Florida,https://www.sbasite.com,Public,23427,2024-06-04
955,Americold Realty Trust,COLD,Financials,Real estate,no,no,no,no,-51,no,yes,n/a,no,no,no,14632,7071.9,2702.8,-7.3,-336.2,,7869.3,George F. Chappelle Jr.,U.S.,Atlanta,Georgia,https://www.americold.com,Public,7072,2024-06-04
956,NewMarket,NEU,Chemicals,Chemicals,yes,no,no,no,-24,no,yes,n/a,no,no,no,2000,6085.6,2698.4,-2.4,388.9,39.1,2308.9,Thomas E. Gottwald,U.S.,Richmond,Virginia,https://www.newmarket.com,Public,6086,2024-06-04
957,Park Hotels & Resorts,PK,Financials,Real estate,yes,no,no,no,30,yes,no,n/a,no,no,no,90,3682.3,2698,7.9,97,-40.1,9419,Thomas J. Baltimore Jr.,U.S.,Tysons,Virginia,https://www.pkhotelsandresorts.com,Public,3682,2024-06-04
958,Alexandria Real Estate Equities,ARE,Financials,Real estate,yes,no,no,no,0,no,no,n/a,no,no,no,568,22555.2,2690.3,19.2,103.6,-80.1,36771.4,Peter M. Moglia,U.S.,Pasadena,California,https://www.are.com,Public,22555,2024-06-04
959,Griffon,GFF,Materials,"Building Materials, Glass",yes,no,no,no,-67,no,yes,n/a,no,no,no,5700,3763,2685.2,-10.8,77.6,,2418.9,Ronald J. Kramer,U.S.,New York,New York,https://www.griffon.com,Public,3763,2024-06-04
